lat,lon,type
40.73826599121094,-73.98820495605469,pickup
40.747520446777344,-73.98521423339844,dropoff
40.76280975341797,-73.97560119628906,pickup
40.75008773803711,-73.9912109375,dropoff
40.76030349731445,-73.99496459960938,pickup
40.76784133911133,-73.98484802246094,dropoff
40.761390686035156,-73.98680877685547,pickup
40.80662155151367,-73.96106719970702,dropoff
40.740570068359375,-73.99815368652342,pickup
40.747535705566406,-74.0042266845703,dropoff
40.754661560058594,-73.9655990600586,pickup
40.78009033203125,-73.9576873779297,dropoff
40.75860977172852,-73.9701614379883,pickup
40.75651931762695,-73.99028778076173,dropoff
40.78316879272461,-73.98065185546875,pickup
40.77527236938477,-73.98731994628906,dropoff
40.7513084411621,-73.9828109741211,pickup
40.74822998046875,-73.98542022705078,dropoff
40.75049591064453,-74.00291442871094,pickup
40.74306106567383,-73.9933853149414,dropoff
40.75770568847656,-73.97174835205078,pickup
40.76565933227539,-73.97193908691406,dropoff
40.76057815551758,-73.9807891845703,pickup
40.77593994140625,-73.94403839111328,dropoff
40.760417938232415,-73.95838165283203,pickup
40.763572692871094,-73.96880340576173,dropoff
40.72473526000977,-73.9974594116211,pickup
40.6698112487793,-73.95441436767578,dropoff
40.737396240234375,-73.99295806884766,pickup
40.734046936035156,-74.00001525878906,dropoff
40.775970458984375,-73.97991180419923,pickup
40.75648880004883,-73.97124481201173,dropoff
40.7371940612793,-73.9792709350586,pickup
40.74245071411133,-73.99177551269531,dropoff
40.78596878051758,-73.95093536376955,pickup
40.74286651611328,-73.98404693603516,dropoff
40.74615097045898,-73.97336578369139,pickup
40.79031372070313,-73.97282409667969,dropoff
40.751380920410156,-73.98658752441406,pickup
40.758018493652344,-73.98552703857422,dropoff
40.75540542602539,-73.96810150146483,pickup
40.77798080444336,-73.94853210449219,dropoff
40.71700668334961,-74.00796508789062,pickup
40.68365097045898,-73.99738311767578,dropoff
40.75202941894531,-73.9781265258789,pickup
40.769203186035156,-73.9958724975586,dropoff
40.75996017456055,-73.99533081054686,pickup
40.77997970581055,-73.98059844970702,dropoff
40.77293395996094,-73.95829010009766,pickup
40.78556823730469,-73.95057678222656,dropoff
40.79622650146485,-73.96129608154298,pickup
40.81394577026367,-73.94064331054686,dropoff
40.76020812988281,-73.98436737060547,pickup
40.68678283691406,-73.91324615478516,dropoff
40.781150817871094,-73.96073150634766,pickup
40.76102066040039,-73.97531890869139,dropoff
40.753177642822266,-73.97269439697266,pickup
40.75613021850585,-73.9300765991211,dropoff
40.754676818847656,-73.9794921875,pickup
40.74665069580078,-73.9760513305664,dropoff
40.72439956665039,-73.98775482177734,pickup
40.78281784057617,-73.98375701904298,dropoff
40.76919937133789,-73.96726989746094,pickup
40.75537109375,-73.9749984741211,dropoff
40.77349472045898,-73.95994567871094,pickup
40.75800323486328,-73.96501922607422,dropoff
40.74647903442383,-73.99021911621094,pickup
40.75944519042969,-73.9815902709961,dropoff
40.76367568969727,-73.8232192993164,pickup
40.76372528076172,-73.8232421875,dropoff
40.79894638061523,-73.94227600097656,pickup
40.813175201416016,-73.93728637695312,dropoff
40.72745132446289,-73.99523162841797,pickup
40.718528747558594,-73.9994583129883,dropoff
40.73316955566406,-74.00603485107422,pickup
40.75093078613281,-74.0037612915039,dropoff
40.73822021484375,-73.98784637451173,pickup
40.74150085449219,-74.00054931640625,dropoff
40.7236213684082,-73.99661254882812,pickup
40.72980117797852,-73.99128723144531,dropoff
40.641510009765625,-73.7881317138672,pickup
40.752307891845696,-73.99349975585938,dropoff
40.79045867919922,-73.97496795654298,pickup
40.77447128295898,-73.98919677734375,dropoff
40.75991821289063,-73.98072814941406,pickup
40.77322769165039,-73.98049926757811,dropoff
40.7223014831543,-74.00353240966798,pickup
40.72238540649415,-73.98724365234375,dropoff
40.75875854492188,-73.98483276367188,pickup
40.741981506347656,-73.97627258300781,dropoff
40.67599105834961,-74.00697326660156,pickup
40.71765899658203,-73.94937896728516,dropoff
40.73596572875977,-74.00513458251955,pickup
40.72798156738281,-73.98223114013672,dropoff
40.73687744140625,-73.99600219726562,pickup
40.72180557250977,-73.98749542236328,dropoff
40.77516174316406,-73.9651107788086,pickup
40.76675415039063,-73.96121215820312,dropoff
40.747291564941406,-73.9769515991211,pickup
40.6455307006836,-73.77628326416014,dropoff
40.74516677856445,-73.98063659667969,pickup
40.73115539550781,-73.99190521240234,dropoff
40.75101089477539,-73.9908218383789,pickup
40.76268005371094,-73.99324035644531,dropoff
40.760398864746094,-73.98931121826173,pickup
40.77893829345703,-73.95411682128906,dropoff
40.72783660888672,-73.98509979248048,pickup
40.74557113647461,-73.9982681274414,dropoff
40.76769256591797,-73.88533020019531,pickup
40.73330307006836,-73.989990234375,dropoff
40.64466857910156,-73.78221893310547,pickup
40.67908096313477,-73.86300659179686,dropoff
40.71550369262695,-74.00930786132812,pickup
40.7155876159668,-74.0156707763672,dropoff
40.72964096069336,-73.97843933105469,pickup
40.76340866088867,-73.95924377441406,dropoff
40.7755012512207,-73.97657775878906,pickup
40.76433181762695,-73.96173858642578,dropoff
40.755455017089844,-73.97740173339844,pickup
40.77859115600585,-73.957763671875,dropoff
40.7559814453125,-73.97689819335938,pickup
40.76511001586913,-73.9785614013672,dropoff
40.710044860839844,-74.00772094726562,pickup
40.714115142822266,-73.95571899414062,dropoff
40.7911491394043,-73.96497344970702,pickup
40.71490097045898,-73.91362762451173,dropoff
40.76568984985352,-73.9805679321289,pickup
40.68320846557617,-73.99540710449219,dropoff
40.76081848144531,-73.97124481201173,pickup
40.73592758178711,-73.98242950439453,dropoff
40.77790069580078,-73.98036193847656,pickup
40.78479385375977,-73.95592498779298,dropoff
40.75105285644531,-73.98257446289062,pickup
40.740516662597656,-73.98081970214844,dropoff
40.74531936645508,-73.99113464355469,pickup
40.74897003173828,-73.99238586425781,dropoff
40.727088928222656,-73.99171447753906,pickup
40.6820068359375,-73.97997283935547,dropoff
40.74067687988281,-73.99020385742188,pickup
40.77593994140625,-73.97611999511719,dropoff
40.69615936279297,-73.9908676147461,pickup
40.64242935180664,-73.97248077392578,dropoff
40.744815826416016,-73.99529266357422,pickup
40.750267028808594,-73.9771499633789,dropoff
40.78195190429688,-73.98066711425781,pickup
40.72062301635742,-73.98983764648438,dropoff
40.740482330322266,-74.00194549560547,pickup
40.7461051940918,-73.99073791503906,dropoff
40.74894332885742,-73.98367309570312,pickup
40.7386589050293,-73.98876953125,dropoff
40.784610748291016,-73.94969177246094,pickup
40.78895568847656,-73.95280456542969,dropoff
40.74047088623047,-74.0056381225586,pickup
40.696941375732415,-73.93546295166014,dropoff
40.793174743652344,-73.97268676757811,pickup
40.80339813232422,-73.96446228027344,dropoff
40.71849822998047,-73.99514770507811,pickup
40.71229934692383,-73.97917938232422,dropoff
40.79307556152344,-73.97312927246094,pickup
40.796180725097656,-73.96154022216798,dropoff
40.73569869995117,-73.98970031738281,pickup
40.71141052246094,-74.00801086425781,dropoff
40.648643493652344,-73.78339385986328,pickup
40.69763946533203,-73.93470764160156,dropoff
40.73348617553711,-74.00630950927734,pickup
40.73942565917969,-74.00197601318358,dropoff
40.77482604980469,-73.9843521118164,pickup
40.78386306762695,-73.97779846191406,dropoff
40.76673126220703,-73.96275329589844,pickup
40.775108337402344,-73.96074676513672,dropoff
40.720401763916016,-74.00664520263672,pickup
40.754661560058594,-73.96443939208984,dropoff
40.72688293457031,-74.00003814697266,pickup
40.74201583862305,-73.98519134521484,dropoff
40.71918487548828,-74.00890350341797,pickup
40.73966598510742,-73.99869537353516,dropoff
40.74441909790039,-73.98731231689453,pickup
40.73497009277344,-74.00604248046875,dropoff
40.64529800415039,-73.77677917480467,pickup
40.68948745727539,-73.97515869140625,dropoff
40.74870300292969,-73.98455810546875,pickup
40.75971221923828,-73.98538970947266,dropoff
40.73820877075195,-73.98804473876955,pickup
40.779441833496094,-73.9153594970703,dropoff
40.764869689941406,-73.99176025390625,pickup
40.80561828613281,-73.95440673828125,dropoff
40.76305389404297,-73.97221374511719,pickup
40.78828048706055,-73.9472427368164,dropoff
40.75783920288085,-73.98668670654298,pickup
40.76224136352539,-73.97209167480467,dropoff
40.744361877441406,-73.9762191772461,pickup
40.76028823852539,-73.98046875,dropoff
40.774089813232415,-73.87307739257811,pickup
40.74731063842773,-73.99122619628906,dropoff
40.75603485107422,-73.99429321289062,pickup
40.7327880859375,-73.99113464355469,dropoff
40.81652069091797,-73.96060943603516,pickup
40.82707977294922,-73.95169067382812,dropoff
40.75012969970703,-73.9722671508789,pickup
40.70353698730469,-74.00776672363281,dropoff
40.742942810058594,-73.9885482788086,pickup
40.732234954833984,-73.98506927490234,dropoff
40.73180389404297,-74.0008316040039,pickup
40.73295211791992,-73.99034881591797,dropoff
40.7841911315918,-73.96646118164062,pickup
40.76307678222656,-73.97393798828125,dropoff
40.76990127563477,-73.9609375,pickup
40.7459373474121,-73.95535278320312,dropoff
40.77824020385742,-73.98213958740234,pickup
40.779949188232415,-73.95929718017578,dropoff
40.779441833496094,-73.944580078125,pickup
40.75269317626953,-73.97005462646483,dropoff
40.7828369140625,-73.97765350341797,pickup
40.75212097167969,-73.94502258300781,dropoff
40.76401138305664,-73.90205383300781,pickup
40.76402282714844,-73.90206146240234,dropoff
40.74878692626953,-74.00334930419923,pickup
40.77552032470703,-73.98589324951173,dropoff
40.74626159667969,-74.00514221191406,pickup
40.76015090942383,-73.9964370727539,dropoff
40.753414154052734,-73.97262573242188,pickup
40.70809555053711,-74.01478576660156,dropoff
40.64751052856445,-73.7791519165039,pickup
40.75698852539063,-73.98214721679686,dropoff
40.71863174438477,-73.99189758300781,pickup
40.733001708984375,-73.99813079833984,dropoff
40.72517013549805,-73.9841537475586,pickup
40.77886581420898,-73.97827911376955,dropoff
40.70195388793945,-73.93697357177734,pickup
40.69420623779297,-73.94629669189453,dropoff
40.73822021484375,-73.9926528930664,pickup
40.75202941894531,-73.9852066040039,dropoff
40.7295036315918,-73.98965454101562,pickup
40.77568817138672,-73.9525375366211,dropoff
40.79211044311523,-73.96810913085938,pickup
40.78725814819336,-73.97760772705078,dropoff
40.75940704345703,-73.9749755859375,pickup
40.768463134765625,-73.95333099365234,dropoff
40.71707534790039,-73.9982681274414,pickup
40.74568176269531,-73.98779296875,dropoff
40.74208068847656,-73.97422790527344,pickup
40.77246856689453,-73.9525833129883,dropoff
40.69241333007813,-73.99105072021484,pickup
40.678993225097656,-73.99755859375,dropoff
40.742523193359375,-73.98892211914062,pickup
40.75213623046875,-73.97763061523438,dropoff
40.75138473510742,-73.99417114257811,pickup
40.76581573486328,-73.96984100341797,dropoff
40.74782180786133,-73.98551177978516,pickup
40.78668594360352,-73.95276641845702,dropoff
40.75313186645508,-73.9791488647461,pickup
40.760269165039055,-73.97396087646483,dropoff
40.6485595703125,-73.78485870361328,pickup
40.79674911499024,-73.97073364257811,dropoff
40.72388458251953,-73.99674987792969,pickup
40.72038650512695,-73.98738098144531,dropoff
40.74781036376953,-74.00453186035155,pickup
40.74214553833008,-74.0044937133789,dropoff
40.64874267578125,-73.78346252441406,pickup
40.76331329345703,-73.9786605834961,dropoff
40.75716018676758,-73.96087646484375,pickup
40.751121520996094,-73.98885345458984,dropoff
40.76266860961913,-73.99710845947266,pickup
40.750038146972656,-73.99504089355469,dropoff
40.76012420654297,-73.98438262939453,pickup
40.76375961303711,-73.9955825805664,dropoff
40.76263427734375,-73.98210906982422,pickup
40.74237823486328,-73.99189758300781,dropoff
40.74650192260742,-73.98195648193358,pickup
40.770904541015625,-73.95077514648438,dropoff
40.71113967895508,-74.01596069335938,pickup
40.75954818725585,-73.96977996826173,dropoff
40.76565933227539,-73.97007751464845,pickup
40.75027847290039,-73.99130249023438,dropoff
40.76288604736328,-73.97356414794923,pickup
40.75836181640625,-73.98539733886719,dropoff
40.750038146972656,-73.98117065429686,pickup
40.72151565551758,-74.0103759765625,dropoff
40.74957275390625,-73.99529266357422,pickup
40.7797737121582,-73.98457336425781,dropoff
40.76133728027344,-74.00005340576173,pickup
40.75305938720703,-73.98736572265625,dropoff
40.76555252075195,-73.98436737060547,pickup
40.70171356201172,-74.01093292236328,dropoff
40.7735710144043,-73.94886779785155,pickup
40.79360961914063,-73.9764175415039,dropoff
40.73528289794922,-73.99420166015625,pickup
40.72705841064453,-73.99651336669923,dropoff
40.78263854980469,-73.98040008544923,pickup
40.77257919311523,-73.98246002197266,dropoff
40.74578857421875,-73.9784927368164,pickup
40.741920471191406,-73.985107421875,dropoff
40.77840042114258,-73.98191833496094,pickup
40.76183319091797,-73.96533966064453,dropoff
40.724266052246094,-73.99759674072266,pickup
40.73232650756836,-74.0057601928711,dropoff
40.78899765014648,-73.96673583984375,pickup
40.781700134277344,-73.95658111572266,dropoff
40.73147201538085,-73.98847961425781,pickup
40.74528884887695,-73.88807678222656,dropoff
40.79471206665039,-73.9715805053711,pickup
40.77429580688477,-73.98236083984375,dropoff
40.70420455932617,-74.00938415527344,pickup
40.75188827514648,-73.9769973754883,dropoff
40.756832122802734,-73.97807312011719,pickup
40.74665069580078,-73.99340057373048,dropoff
40.754695892333984,-73.96879577636719,pickup
40.72296524047852,-73.98579406738281,dropoff
40.68000411987305,-73.9435043334961,pickup
40.6596908569336,-73.99079895019531,dropoff
40.74980545043945,-73.98129272460938,pickup
40.72993850708008,-74.0037384033203,dropoff
40.72962951660156,-73.98099517822266,pickup
40.72383499145508,-73.98760986328125,dropoff
40.757286071777344,-73.99313354492188,pickup
40.710670471191406,-74.01738739013672,dropoff
40.74340057373047,-73.98991394042969,pickup
40.70853805541992,-74.01144409179686,dropoff
40.77306365966797,-73.98247528076173,pickup
40.76318740844727,-73.9881591796875,dropoff
40.72693252563477,-73.99153900146483,pickup
40.79523086547852,-73.93596649169923,dropoff
40.731269836425774,-73.9966812133789,pickup
40.74467086791992,-73.98822784423827,dropoff
40.73925018310547,-73.98008728027342,pickup
40.755619049072266,-73.98381805419923,dropoff
40.7671012878418,-73.95350646972656,pickup
40.74848937988281,-73.99434661865234,dropoff
40.73657989501953,-73.98889923095702,pickup
40.74259567260742,-73.98043823242188,dropoff
40.77135848999024,-73.97951507568358,pickup
40.75669860839844,-73.9736328125,dropoff
40.756629943847656,-73.98709869384766,pickup
40.7481803894043,-74.00548553466798,dropoff
40.78398895263672,-73.95015716552734,pickup
40.74782943725585,-73.9930191040039,dropoff
40.72189331054688,-73.9996109008789,pickup
40.74327087402344,-73.97987365722656,dropoff
